filename,neck,sleeve_length,pattern
11519641773384-Olive-GreenBlack-Half-Sleeves-Side-Zip-Hooded-T-Shirt-4381519641773144-1.jpg,1,3,9
11520228670109-Ecko-Unltd-Men-Tshirts-3661520228670030-3.jpg,1,3,9
Campus-Sutra-Men-Tshirts_2_293666716e6c99ffb1d3715503b452b9.jpg,6,0,#N/A
11493207894171-Flying-Machine-Black-Printed-T-shirt-7471493207893893-1.jpg,#N/A,3,9
11476695624307-Arrow-New-York-Men-White-Printed-Polo-Collar-T-shirt-161476695624035-1.jpg,6,#N/A,#N/A
b35ca466-c1e3-45cc-b7ee-4ec5788fd3aa1527144358355-Hypernation-Men-Blue-Colourblocked-Round-Neck-T-shirt-9741527144358203-5.jpg,6,3,#N/A
11497852326060-ether-Men-Blue-Striped-Round-Neck-T-shirt-3321497852325910-5.jpg,6,3,9
11516096657321-jersey-3361516096657097-2.jpg,6,#N/A,#N/A
11510295611758-Wills-Lifestyle-Men-Tshirts-6421510295611608-4.jpg,#N/A,3,4
11521193067743-Blackberrys-Men-Tshirts-4301521193044987-4.jpg,#N/A,3,9
3619ad32-8bb7-4087-9fbc-21963aea88031537165952894-NA-7081537165952769-4.jpg,6,3,9
7b9e03ab-bbe3-4778-bd3c-64d0c8695bcc1536384497759-Splash-Men-Grey-Melange-Solid-V-Neck-T-shirt-9121536384497595-2.jpg,#N/A,0,9
11513596012428-Splash-Men-Tshirts-9551513596012480-4.jpg,6,#N/A,#N/A
146705ed-afa2-4339-96cb-f546b2ec850e1529473187716-Moda-Rapido-Maroon-Striped-T-shirt-6971529473185532-3.jpg,#N/A,3,9
11507630787121-French-Connection-Men-Red-Solid-Polo-Collar-T-shirt-8111507630786879-1.jpg,6,#N/A,6
0cf311bf-455e-4b06-8ff1-e5f0abf35cde1526465583603-Mens-Nike-Breathe-Elite-Basketball-Top-771526465583517-5.jpg,6,2,9
11515391339958-forever-21-men-grey-solid-hood-t-shirt-4521515391339919-5.jpg,1,3,#N/A
11525248119235-Roadster-Men-Navy--Blue-Melange-Colour-Blocked-T-Shirt-751525248119047-1.jpg,5,#N/A,9
11517994639191-Ed-Hardy-Men-Navy-Solid-Polo-Collar-T-shirt-6831517994639083-5.jpg,6,1,9
014b4a11-4f18-4d0c-bb0f-5f51923084491535792174250-United-Colors-of-Benetton-Men-Grey-Printed-Round-Neck-T-shir-3.jpg,6,0,9
4d88dd93-5905-49d8-a1e8-adee5fb169e91529123171804-Roadster-Men-Tshirts-5051529123171642-3.jpg,2,3,9
a69264a6-8161-48af-8154-0ab0fd65e7ce1527931649142-18-FISHES-GRY-2601527931648998-3.jpg,5,#N/A,9
11505196144436-Roadster-Men-Blue-Solid-Henley-Neck-T-shirt-3381505196144299-4.jpg,0,3,#N/A
11518592986511-Tommy-Hilfiger-Men-Pink-Printed-Round-Neck-T-shirt-3171518592986381-4.jpg,6,1,9
11488800483268-Celio-Men-Blue-Self-design-V-Neck-T-Shirt-8671488800483041-2.jpg,5,#N/A,#N/A
42291316-c886-4ef3-8e16-531003791abf1531741455016-John-Players-Men-Blue-Solid-Polo-Collar-T-shirt-7081531741454891-3.jpg,3,#N/A,9
11508935180050-Tom-Tailor-Men-White-Solid-Henley-Neck-T-shirt-5111508935179889-4.jpg,6,#N/A,8
11512546146706-Elaborado-Men-Platinum-Grey-Henley-Tshirt-1411512546146492-1.jpg,6,0,9
11515146532746-m-8171515146532643-2.jpg,#N/A,1,9
5a6d2ee7-a80b-4fa4-8d8d-ccf9f0a4a9381536045347394-Nike-White-Sportswear-AF-1-Longline-Printed-T-Shirt-1611536045347275-4.jpg,6,3,9
11524650866139-Crocodile-Men-Pack-of-3-T-shirts-1921524650865875-2.jpg,6,#N/A,6
11522729475902-Polo-Ralph-Lauren-The-Iconic-Rugby-Shirt-5761522729475781-1.jpg,3,3,9
11516177817272-HERENOW-Men-Mustard-Solid-Round-Neck-T-shirt-2861516177817292-3.jpg,4,3,9
11509776063131-Ecko-Unltd-Men-Olive-Green-Printed-Round-Neck-T-Shirt-3301509776062901-2.jpg,6,3,0
add99db0-5cf3-4a99-997b-c81cf44900521533555939204-Ecko-Unltd-Men-Charcoal-Printed-Hood-T-shirt-597153355593739-5.jpg,#N/A,3,9
11522145259772-Roadster-Men-Tshirts-3011522145259601-3.jpg,6,#N/A,3
11490606326453-French-Connection-Men-Blue-Printed-Round-Neck-T-Shirt-8831490606326270-4.jpg,4,#N/A,9
2325d317-4a89-4c42-82be-9a564a251a6d1534760247292-HRX-by-Hrithik-Roshan-Men-Tshirts-641534760246880-1.jpg,#N/A,3,8
11498808186881-Huetrap-Men-White--Black-Printed-Round-Neck-T-shirt-9941498808186003-3.jpg,4,3,9
3d2204b9-8db8-41bc-9e6e-7dcbd0e5bfd81527921368221-Roadster-Men-Beige-Printed-Round-Neck-T-shirt-51915279213668-2.jpg,6,1,9
11502435660350-HRX-by-Hrithik-Roshan-Men-Grey-Solid-Sleevless-Active-RAPID-DRY-T-Shirt-7341502435660214-5.jpg,6,2,9
82a0843d-b16e-44cd-a487-444791dcf0151537011192834-NA-6101537011192604-1.jpg,6,3,9
e5fe9e9e-c4dc-40db-a750-9c1ca7aa3cff1527587390023-CAMLA-Men-Tshirts-5461527587389877-5.jpg,6,3,6
11505115627349-John-Players-Men-Navy-Blue-Striped-Henley-Neck-T-shirt-1601505115627139-3.jpg,0,3,9
4c02d4d9-cdbe-4e9b-825a-39ec2a05f6ab1534503540889-ESPRIT-Men-Tshirts-5071534503540760-4.jpg,6,3,9
11521455242291-IndigoGrey-Melange-Sleeveless-Hooded-T-shirt-6401521455242152-3.jpg,1,#N/A,9
35c2329e-5170-4c7e-91d6-c8c0e104139c1527510471848-Nike-Men-Red--White-Checked-Croatia-Stadium-Home-Jersey-5041527510471636-1.jpg,6,3,1
11479900331284-GRITSTONES-Men-Tshirts-6321479900331049-1.jpg,1,3,9
11519991162980-Numero-Uno-Men-Tshirts-6471519991162821-5.jpg,6,3,9
11501828081489-Slub-Men-Navy-Blue-Solid-Polo-Collar-T-shirt-9421501828081280-1.jpg,3,3,9
8d9dcd12-e993-4340-9ec6-198334ae49c01536055802621-Tommy-Hilfiger-Men-Blue-Printed-Round-Neck-T-shirt-7821536055802398-5.jpg,#N/A,3,#N/A
11523963150090-Jack--Jones-Men-Off-White-Striped-V-Neck-T-shirt-5001523963150003-3.jpg,#N/A,3,3
11492584046440-Peter-England-Men-Tshirts-5921492584046355-4.jpg,#N/A,0,9
11518588056032-Ajile-by-Pantaloons-Men-Grey-Solid-Hood-T-shirt-1021518588055806-1.jpg,1,3,9
c4cf8b91-ce2c-49e4-81f1-604cc9884c791534841463536-Solly-Sport-Men-Blue-Solid-Polo-Collar-T-shirt-5141534841463375-1.jpg,6,3,6
87458482-7762-471e-ab6d-68265b105a2f1535627580992-Aeropostale-Men-Blue-Henley-Neck-Solid-Tshirt-4971535627580789-1.jpg,0,3,9
d6321dcf-6394-416a-96e5-17790eec37d21533720097587-aLL-Men-Red-Solid-Round-Neck-T-shirt-4451533720097382-3.jpg,#N/A,1,9
11525418798411-COBB-Men-Navy-Blue-Printed-Polo-Collar-T-shirt-1141525418798181-1.jpg,6,3,4
11470901009699-Fort-Collins-Men-White-Printed-V-Neck-T-Shirt-4131470901009464-2.jpg,5,3,9
11522387843531-Kook-N-Keech-Men-Tshirts-5611522387843429-3.jpg,6,3,9
d5a494ec-9141-451a-93ab-21f30b39d2981526385428438-INVICTUS-Men-Black--White-Colourblocked-Round-Neck-T-shirt-8271526385427059-5.jpg,6,3,1
184ee860-cb0c-43e9-a59f-b087d9517e971535628417104-MESH-HOODED-VEST-2301535628416957-4.jpg,1,3,9
1613cfbd-c292-4fe6-ac12-adc7e84ca2051526278150072-VIMAL-JONNEY-Men-Tshirts-4781526278149819-3.jpg,6,#N/A,9
9e4c6a82-4111-40e2-a225-261de6ddded61533274077101-Roadster-Men-Olive-Green-Striped-Henley-Neck-T-shirt-5581533-3.jpg,#N/A,3,9
11469516423098-MR-BUTTON-Yellow-Structured-Fit-Henley-T-Shirt-5191469516421144-3.jpg,2,3,#N/A
11522300475213-Kook-N-Keech-Disney-Men-Tshirts-461522300475113-3.jpg,6,3,#N/A
11481618320755-GRITSTONES-Men-Tshirts-8521481618320592-1.jpg,1,3,9
23b8eeef-b6dd-431f-8175-7bd7b7867b311528788286540-na-4921528788286379-2.jpg,2,#N/A,9
11525241561471-Roadster-Men-Tshirts-9801525241561328-2.jpg,4,3,#N/A
11504517906878-United-Colors-of-Benetton-Men-White-Printed-Round-Neck-T-shirt-961504517906712-5.jpg,6,3,9
11520674097185-Pirates-of-the-Caribbean-Navy-Vest-For-Men-7441520674097102-5.jpg,6,2,#N/A
bc8b0b98-cffa-4d6a-bc22-96c4b1de63bf1527144342339-Hypernation-Men-Maroon-Striped-Round-Neck-T-shirt-5011527144342150-2.jpg,6,#N/A,#N/A
11521455322331-WhiteBlack-Full-Sleeves-T-Shirt-8001521455322229-5.jpg,#N/A,#N/A,#N/A
8be04db4-abb0-41d0-81d4-e9ca207dee941533120802771-FOREVER-21-Men-White-Striped-Round-Neck-T-shirt-188153312079-3.jpg,#N/A,1,9
11512553230505-BASICS-CASUAL-STRIPED-NAVY-100-COTTON-MUSCLE-TSHIRT-8231512553230418-5.jpg,#N/A,3,9
c255e8f1-e866-4d09-b478-e727cbcf26b01527578287889-a-8241527578287711-2.jpg,6,2,9
c13edd93-ea83-42b7-a4a8-e5a2612fe09e1534764697495-Arrow-Sport-Men-Blue-Printed-Polo-Collar-T-shirt-61015347646-1.jpg,3,3,9
11513580812026-SayItLoud-Men-White-Solid-Round-Neck-Lounge-T-shirt-1731513580811921-2.jpg,#N/A,#N/A,#N/A
11521182945635-Duke-Men-Tshirts-7531521182945454-3.jpg,6,#N/A,9
11511934404070-Teesort-Mens-Solid-V-Neck-T-shirt-8551511934404052-4.jpg,5,#N/A,9
d198f6a7-876f-483f-a54a-dec49eececb11528701657928-United-Colors-of-Benetton-Men-Tshirts-3961528701657782-5.jpg,#N/A,3,9
11520926325445-HRX-by-Hrithik-Roshan-Men-T-shirt-5911520926325273-1.jpg,#N/A,3,9
11493293149541-INVICTUS-Men-White--Black-Printed-Mandarin-Collar-Slim-T-shirt-291493293149368-4.jpg,2,#N/A,9
11503548832214-Adidas-NEO-Men-Tshirts-9761503548832038-2.jpg,4,#N/A,9
11510641996580-rockit-Men-Blue-Printed-Round-Neck-T-shirt-1091510641996426-3.jpg,6,2,9
8213a00d-e9d5-4d33-8194-e0da07eb82f21535023402590-US-Polo-Assn-Denim-Co-Men-Blue-Printed-V-Neck-T-shirt-7511535023402450-4.jpg,5,#N/A,9
11494506099897-GRITSTONES-Men-Grey-Colourblocked-Polo-Collar-T-shirt-261494506099556-3.jpg,3,#N/A,9
3988a627-2d07-4406-9164-0f66f3751b7d1533810315662-na-9391533810315459-2.jpg,1,#N/A,#N/A
11508751630460-Puma-Men-Tshirts-161508751630259-2.jpg,6,3,6
11474276437197-SELECTED-Men-Grey--Round-Neck-T-Shirt-5781474276436689-5.jpg,6,#N/A,9
11499753224120-sOliver-Men-Tshirts-6951499753223824-1.jpg,3,3,9
e6506b4e-0dcf-4144-8ece-094e02effab01531822070535-na-3911531822070406-3.jpg,3,3,9
11500972198955-HERENOW-Men-White-Solid-Henley-Neck-T-shirt-9261500972198834-2.jpg,#N/A,0,9
11498806870475-Huetrap-Men-White-Printed-Round-Neck-T-shirt-1001498806870270-4.jpg,4,3,9
11513582461301-Kook-N-Keech-Pokemon-Men-Maroon-Printed-Round-Neck-T-shirt-2891513582461244-5.jpg,4,3,#N/A
11485340028352-FILA-Men-Blue-Colourblocked-Polo-T-Shirt-7091485340027996-1.jpg,6,1,9
11519127075522-HERENOW-Men-White-Colourblocked-Round-Neck-T-shirt-9861519127075449-4.jpg,6,3,9
11517316744903-Mast--Harbour-Men-Mustard-Solid-Round-Neck-T-shirt-9131517316744787-2.jpg,6,2,9
14f96ecd-4eee-440b-873a-dec79746e54c1532336928475-Wear-Your-Mind-Black-Cotton-T-shirt-For-Men-8901532336928391-5.jpg,#N/A,3,9
11503394425849-LOCOMOTIVE-Men-Blue-Printed-Henley-Neck-Slim-Fit-T-shirt-6541503394426219-3.jpg,6,0,9
11499682707224-HRX-by-Hrithik-Roshan-Men-Grey-Solid-High-Neck-T-shirt-3071499682707047-1.jpg,#N/A,#N/A,#N/A
11505892211076-Ed-Hardy-Men-Tshirts-2791505892210835-5.jpg,6,3,2
11510922332293-Blackberrys-Men-Tshirts-3831510922332102-1.jpg,5,#N/A,#N/A
11516769801589-WROGN-Men-Black-Colourblocked--Round-Neck-T-shirt-5641516769801480-2.jpg,6,#N/A,9
11486444270710-Jack--Jones-Yellow-Graphic-Print-T-shirt-351486444270506-1.jpg,#N/A,#N/A,#N/A
a2d3c301-f970-4894-9f6d-7e3e6beefbf81535100042906-Moda-Rapido-Men-Grey-Camouflage-Printed-Longline-T-shirt-131-3.jpg,6,3,0
11514461753900-Roadster-Men-Olive-Green-Printed-V-Neck-T-shirt-6841514461753717-1.jpg,5,#N/A,9
11491549671402-PUMA-White-FIGC-Italia-Away-Polyester-T-shirt-7541491549671229-3.jpg,5,3,9
031d0060-f363-4bb8-8ad6-46ff74b228931528368970226-Men-Coral-Red-Round-Neck-Tshirt-3211528368970038-3.jpg,#N/A,3,8
46240262-2c28-46ef-a747-c0d6ad6edcb21527591183270-Van-Heusen-Men-White-Checked-Polo-Collar-T-shirt-3741527591183111-3.jpg,#N/A,3,#N/A
8cfa16da-0f37-4f81-b37e-f3cfe78057cb1534498411899-Columbia-Men-Blue-Sun-Ridge-Striped-Polo-Collar-Outdoor-T-sh-3.jpg,3,3,9
cc248ad8-8804-462d-b370-3fcd223ed8e71526627487645-Roadster-Men-Navy-Blue-Printed-Round-Neck-T-shirt-221526627485598-5.jpg,6,1,9
11486705500780-Tommy-Hilfiger-Men-Pink-Solid-Round-Neck-T-Shirt-7921486705500632-3.jpg,4,3,9
11519906707012-na-9601519906706835-3.jpg,#N/A,3,#N/A
11505118811387-Louis-Philippe-Men-Tshirts-9691505118811431-4.jpg,6,3,9
11523860358645-YAK-YAK-Men-Tshirts-1811523860358547-3.jpg,6,3,9
Gritstones-Men-Red-Hooded-T-shirt_d8c11f9e9ef1f2d18cb3871a91ac39f1_images.jpg,1,3,#N/A
11508839936215-sOliver-Men-Tshirts-5851508839936036-2.jpg,5,3,9
11481195504939-HIGHLANDER-Men-Tshirts-7861481195504743-2.jpg,5,3,9
b7602298-6916-42d1-babd-a2700f8aaae91528274739010-Moda-Rapido-Men-Grey-Melange-Solid-Round-Neck-T-shirt-545152-1.jpg,6,#N/A,9
3a6d91af-544e-4f5e-9dc6-f24e57e6ed4e1529302036780-na-4201529302036641-5.jpg,6,3,7
0b8d19b1-fa6f-48a1-b86c-6bdaedefc94b1528884170088-Tommy-Hilfiger-Men-Navy-Printed-Polo-Collar-T-shirt-75915288-1.jpg,#N/A,3,2
11524216910151-Basics-Muscle-Fit-Jet-Black-Stretch-Polo-T-shirt-631524216910090-5.jpg,3,3,9
11514530901170-ether-Men-Blue-Striped-T-Shirt-3051514530901046-4.jpg,2,3,9
6f26b0d6-2146-42e6-a65d-c1adc18e10671535371679019-HERENOW-Men-Grey-Melange-Striped-Henley-Neck-T-shirt-3041535-1.jpg,#N/A,3,9
11465816100379-ALCOTT-Blue-Printed-T-shirt-3821465816100134-1.jpg,5,3,9
11524562740319-Moda-Rapido-Men-Black-Printed-Round-Neck-Longline-T-shirt-5361524562740268-4.jpg,6,3,#N/A
11474893831653-Fort-Collins-Men-Navy-Blue--Mandarin-collar-T-Shirt-5091474893831434-4.jpg,2,3,#N/A
11491383514606-Solly-Sport-Men-Tshirts-3391491383502118-3.jpg,6,3,#N/A
11520938660848-True-Blue-Men-Blue-Printed-Polo-Collar-T-shirt-7481520938660689-3.jpg,6,3,2
11510986746021-Monte-Carlo-Men-Tshirts-5611510986745928-5.jpg,6,#N/A,9
0b859088-7184-4a6e-a9f8-837a5003ec3e1531117556534-SKULT-by-Shahid-Kapoor-Men-Beige-Printed-Round-Neck-T-shirt--4.jpg,6,3,0
11495788368541-Scotch--Soda-Men-Tshirts-5271495788368344-3.jpg,2,#N/A,9
11522475401983-sOliver-Men-Tshirts-6721522475401924-5.jpg,5,#N/A,9
7c46accf-a574-45c7-a737-5497092324221528180070736-na-8691528180070511-1.jpg,0,3,9
e0d9560f-428e-4533-8ea2-6ff547b78c3d1535540825628-ether-Men-Tshirts-511535540825503-2.jpg,4,3,9
bba3fcc4-f364-42a8-ad7b-0bb394bc727b1532498203568-AS-M-NK-BRT-TOP-SS-HPR-VENT-2621532498203480-4.jpg,6,3,4
31d941d9-5f24-46a6-b6e3-a447238d7d2c1529578427754-na-8721529578427608-3.jpg,6,#N/A,5
fe749438-e6d2-4e50-9668-704c71746a271534748169496-ELABORADO-Men-Navy-Blue-Self-Design-Henley-Neck-T-shirt-3641-1.jpg,6,3,5
11514961627130-Hypernation-Black-and-White-Stripe-Cotton-Mask-T-shirt-For-Men-6181514961627089-4.jpg,#N/A,3,#N/A
11509435949815-Mast--Harbour-Blue-Longline-T-shirt-3621509435949628-5.jpg,#N/A,3,9
11521534198306-ether-Men-White-Solid-Round-Neck-T-shirt-91521534198187-3.jpg,6,3,9
4594d32a-2f42-4b2b-ba58-cc497e87a8c21527317978030-ALTOMODA-by-Pantaloons-Men-Tshirts-8011527317976835-5.jpg,6,1,9
11507008392244-Basics-Men-Navy-Blue-Printed-Henley-Neck-T-shirt-4361507008391835-1.jpg,0,3,9
11521529559580-SayItLoud-Solid-Men-Round-Neck-Tshirt-8141521529559431-2.jpg,#N/A,0,#N/A
3aced0fc-b517-44f1-9d6b-d00e578a45e41534509435530-MR-BUTTON-Men-Navy-Applique-Detail-Round-Neck-T-shirt-8641534509435318-3.jpg,6,3,#N/A
11498124380720-Peter-England-Men-Tshirts-741498124380636-5.jpg,3,3,#N/A
047b981e-e4e5-4016-a9dc-df66de8d6f091535007573693-na-311535007573465-2.jpg,#N/A,2,#N/A
2e1cbe2c-6267-4e16-8938-c4e02af0b4ac1536662609762-HERENOW-Men-Tshirts-2871536662608198-2.jpg,6,2,#N/A
b35feae2-d187-43b8-852b-d045f3e5bc6e1526279267376-na-9811526279267250-2.jpg,0,3,9
61ad0961-a94e-428e-af63-e2376f43ec741532690644185-Roadster-Men-Tshirts-71532690643144-2.jpg,#N/A,#N/A,#N/A
11518699875083-HERENOW-Men-Red-Striped-Henley-Neck-T-shirt-6291518699874963-2.jpg,0,3,9
11502691617692-Moda-Rapido-Men-Grey-Melange-Printed-Round-Neck-T-shirt-1231502691617745-1.jpg,#N/A,2,9
abbf075a-e2ec-4fe0-bb0b-2676baf4d5dd1537273868711-GAP-Mens-Grey-Essential-Short-Sleeve-Striped-Pocket-T-Shirt-871537273868535-1.jpg,#N/A,3,9
11500629299630-INVICTUS-Men-White--Black-Printed-Polo-T-shirt-4341500629299443-5.jpg,6,#N/A,9
11509704659868-Peter-England-Casuals-Men-Black-Solid-Henley-Neck-T-shirt-1481509704659794-5.jpg,0,#N/A,9
11503570938132-Roadster-Men-Olive-Green-Printed-Round-Neck-T-shirt-7811503570937910-5.jpg,6,3,0
7d350123-100c-4da5-ab24-e63431c5c1cc1526372154782-ColorPlus-Men-Tshirts-4251526372154405-1.jpg,6,3,5
11522927240954-FOREVER-21-Men-Tshirts-2971522927240904-3.jpg,6,#N/A,0
43abcfc1-7ccb-4df8-9a61-2ff8a4fee2d31533810635439-na-4201533810635354-5.jpg,1,3,#N/A
11522300475186-Kook-N-Keech-Disney-Men-Tshirts-461522300475113-5.jpg,6,3,9
11521529340322-ZIP-TECH-TOPMens-Long-Sleeve-T-Shirt-1021521529340139-3.jpg,#N/A,0,9
11504936290961-Roadster-Men-Charcoal-Solid-Henley-Neck-T-shirt-6371504936290814-4.jpg,0,3,#N/A
11520595147750-Ecko-Unltd-Men-Tshirts-121520595147552-2.jpg,4,3,9
11508218884253-FOREVER-21-Men-Tshirts-2391508218884089-2.jpg,6,#N/A,#N/A
11522058250254-Roadster-Men-Tshirts-831522058250138-5.jpg,6,3,#N/A
46c9f8c3-a685-4dc2-97a0-9566b60661a61528977811883-rockit-Men-Grey-Melange-Solid-High-Neck-T-shirt-9781528977811797-5.jpg,6,0,9
11474453920015-Fort-Collins-Men-Beige-Printed-V-Neck-T-shirt-2721474453919793-3.jpg,5,3,#N/A
11507534249702-FOREVER-21-Men-Tshirts-1331507534249533-1.jpg,1,3,9
8a74fd51-d94c-4829-9110-05804176c0291527577899484-na-4001527577897512-5.jpg,#N/A,2,9
11516782764921-Splash-Men-Black-Checked-Round-Neck-T-shirt-7261516782764883-4.jpg,6,3,9
11510738193653-Kook-N-Keech-Men-Tshirts-3901510738193574-4.jpg,6,3,9
11518503786343-Tommy-Hilfiger-Men-Off-White-Solid-Round-Neck-T-shirt-8181518503786293-4.jpg,6,3,9
11521868951062-na-6501521868950914-2.jpg,3,3,9
11486629202922-John-Pride-Men-Tshirts-311486629202725-5.jpg,#N/A,3,9
42832616-5584-4db8-8498-c882317605ad1527492461379-Fort-Collins-Men-Tshirts-9271527492461203-3.jpg,6,3,9
11502096115968-ether-Men-Blue-Solid-Mandarin-Collar-T-shirt-9921502096115760-2.jpg,2,3,#N/A
11516182029391-United-Colors-of-Benetton-Men-Tshirts-1281516182029349-2.jpg,2,3,#N/A
11524206876829-Roadster-Men-Tshirts-731524206876717-3.jpg,6,3,#N/A
96924539-3b28-4b19-97e5-08c65c8207021535007613201-na-171535007613023-3.jpg,6,3,9
11510735747202-na-7321510735746991-3.jpg,6,3,9
11512022492512-Marks--Spencer-Men-Burgundy-Solid-Polo-Collar-T-shirt-781512022492458-5.jpg,#N/A,3,5
11522650939649-Wear-Your-Mind-Black-Graphic-Print-T-shirt-For-Men-3881522650939452-1.jpg,6,#N/A,8
0e8b82c1-e4a7-46a3-8e59-771ca41cd6bf1534764745954-Ecko-Unltd-Men-Blue-Solid-Hood-T-shirt-3771534764744457-1.jpg,1,#N/A,9
11516358782940-Adidas-Originals-Men-Green-TREFOIL-Brand-Print-Round-Neck-T-shirt-8311516358782858-3.jpg,6,1,9
11507535335946-FOREVER-21-Men-Tshirts-3141507535335690-2.jpg,6,#N/A,9
11494477514326-CAPTAIN-AMERICA-Men-Navy-Blue-Printed-Round-Neck-T-shirt-7791494477514138-2.jpg,#N/A,2,#N/A
ae0917f4-beba-4d9a-92d8-86674241be771530603700151-Roadster-Men-Tshirts-2351530603698419-1.jpg,3,3,9
3711d80d-26cd-414e-8c3c-6ffd867b054c1537447981716-Sztori-Men-Navy-Blue-Striped-Henley-Neck-T-shirt-24815374479-1.jpg,0,3,9
11520917297999-Vudu-Mens-Casual-Grey-Color-T-Shirt-5521520917297831-5.jpg,0,3,#N/A
11479185936249-2GO-Men-Grey-Solid-Polo-Collar-T-Shirt-6161479185935959-1.jpg,3,3,9
11493729332724-Tommy-Hilfiger-Men-Blue-Printed-Polo-Collar-T-shirt-6491493729332601-4.jpg,3,3,9
5e248c0a-d9bf-46e7-8ef4-a38d28dd2dba1526967669587-Moda-Rapido-Men-Olive-Green-Printed-Round-Neck-T-shirt-3661526967668506-4.jpg,#N/A,#N/A,9
11512196936863-Moda-Rapido-Blue-Ombre-Dyed-Printed-T-shirt-2791512196936782-3.jpg,6,#N/A,9
11491202797263-Slub-Men-Purple-Printed-Round-Neck-T-Shirt-1721491202797051-2.jpg,6,3,9
11510906790270-Levis-Men-Red-Striped-Mandarin-Collar-T-shirt-8441510906790167-5.jpg,0,3,9
11519381064340-Moda-Rapido-Men-White--Grey-Solid-Round-Neck-T-shirt-2151519381064189-1.jpg,6,1,9
9c6f52c5-98b3-4d20-9866-02bdda39d33c1531297009433-NA-2961531297007670-4.jpg,4,3,9
11524128127674-na-7341524128127593-5.jpg,6,3,9
c0500210-4dec-4fce-b6b8-262857a74d761526902504214-HRX-by-Hrithik-Roshan-Men-Grey-Self-Design-Round-Neck-T-shirt-4621526902501634-3.jpg,6,3,#N/A
0555bb74-9606-4f48-9f9f-e327ba6c921e1535953013271-Kook-N-Keech-Marvel-Men-Teal-Printed-Oversized-T-shirt-7661535953013164-4.jpg,6,#N/A,9
2c2e7c43-5229-40fa-8879-d277d47b30a81529319869886-aLL-Men-Tshirts-8401529319867251-5.jpg,#N/A,3,9
762e87a7-e83a-48dc-bbdd-9e346d9c70c41535441518076-Adidas-Originals-Men-Grey-Solid-Round-Neck-T-shirt-4201535441517951-4.jpg,4,#N/A,9
7f556f6c-74eb-44ba-a801-e6fd8c6b00301535008439646-Kappa-Men-Navy-Blue-Striped-Polo-Collar-T-shirt-195153500843-5.jpg,6,#N/A,#N/A
869879b4-2b22-40d4-a0e3-884a1496b09b1532928251777-Lee-Men-Tshirts-7141532928251649-3.jpg,3,3,#N/A
674aecce-6de9-41f9-bb63-81d279f3892b1534754298314-Harvard-Men-Tshirts-1141534754296785-5.jpg,0,3,9
11524738282908-Celio-Men-White-Solid-Mandarin-Collar-T-shirt-1931524738282728-1.jpg,0,3,9
f98e039a-3989-4f54-98cf-64f287dd908e1535180687078-2GO-Men-Teal-Printed-Round-Neck-T-shirt-311535180686897-1.jpg,6,#N/A,8
11513151092721-IndigoGrey-Melange-Full-Sleeve-Hooded-T-Shirt-6601513151092640-4.jpg,1,3,9
4fd6eb1f-d2b7-4925-aae4-eec5cc4452351536388839362-Foreign-Culture-Men-Blue-Solid-Round-Neck-T-shirt-6081536388839221-1.jpg,6,0,#N/A
11518257955669-Slub-Men-Cream-Coloured-Printed-Round-Neck-T-shirt-5511518257955557-4.jpg,5,3,9
fa7de2e3-d208-4fed-9422-99d00bd0a2ef1526031052145-Numero-Uno-Men-Blue-Solid-Round-Neck-T-shirt-2791526031051987-2.jpg,#N/A,#N/A,9
87468338-69bc-4991-99dd-bb821960cfb31526467369755-FOREVER-21-Men-Peach-Coloured-Solid-Round-Neck-T-shirt-561526467369659-5.jpg,6,3,9
a4347961-f729-4471-ac2c-4eb1a92cf6351535008692691-Moda-Rapido-Men-White-Solid-Round-Neck-T-shirt-1191535008691-2.jpg,6,#N/A,#N/A
11511935377306-Teesort-Men-Blue-Solid-Polo-Collar-T-shirt-4841511935377137-3.jpg,3,3,#N/A
f7fe2fd0-bca7-4f1e-b0d8-3cc9385557531534831632741-NA-6341534831632604-3.jpg,#N/A,#N/A,4
24bcb32c-3e80-4bbd-b494-0f5f1a9796311527846997983-Superdry-Men-Black-Solid-Polo-Collar-T-shirt-761527846997877-5.jpg,6,#N/A,#N/A
f9f26462-a7f5-4172-99fd-b7a471d2b39d1527592744353-na-8891527592744127-1.jpg,6,3,2
8c24bbbe-077b-4270-b408-c6b448f7f1e61532338667167-HRX-by-Hrithik-Roshan-Men-Red-Solid-Round-Neck-T-shirt-84715-3.jpg,6,#N/A,#N/A
712b13ba-b332-4031-996d-47dba3f251a21527246106274-Being-Human-Men-Navy-Blue-Solid-T-Shirt-311527246106086-4.jpg,2,3,#N/A
11519641773324-Olive-GreenBlack-Half-Sleeves-Side-Zip-Hooded-T-Shirt-4381519641773144-3.jpg,1,#N/A,9
11523527875280-Ecko-Unltd-Men-Blue-Printed-Round-Neck-T-shirt-2861523527875042-1.jpg,6,2,#N/A
11521546170829-na-5721521546170690-3.jpg,6,3,9
11522996862826-Kook-N-Keech-Men-Tshirts-9731522996862705-2.jpg,6,3,9
378a5e31-61fa-4980-8fa6-1aaffcd0319e1526980944915-Cloak--Decker-by-Monte-Carlo-Men-Pack-of-2-Solid-T-shirts-5841526980943713-4.jpg,2,3,9
11482308103652-True-Blue-Men-Grey-Melange-Printed-Round-Neck-T-Shirt-2531482308103439-3.jpg,2,#N/A,9
